rank,number,frequencyCount,recentCount,currentDelay,F_i,D_i,T_i,C_i,Score_i
185,111,8,1,0,0.011268,0.0,0.371676,0.25,0.164883
186,440,9,1,11,0.012676,0.036545,0.363697,0.222222,0.164665
187,148,8,0,106,0.011268,0.352159,0.135638,0.25,0.164504
188,648,10,1,14,0.014085,0.046512,0.355718,0.22,0.164243
189,323,10,1,18,0.014085,0.059801,0.355718,0.2,0.162901
190,431,9,1,8,0.012676,0.026578,0.363697,0.222222,0.162672
191,941,10,0,124,0.014085,0.41196,0.119681,0.2,0.162522
192,579,9,1,1,0.012676,0.003322,0.363697,0.244444,0.162465
193,371,12,1,23,0.016901,0.076412,0.339761,0.2,0.162281
194,796,12,1,23,0.016901,0.076412,0.339761,0.2,0.162281
195,659,11,1,20,0.015493,0.066445,0.347739,0.2,0.162259
196,931,10,0,123,0.014085,0.408638,0.119681,0.2,0.161857
197,311,8,0,102,0.011268,0.33887,0.135638,0.25,0.161846
198,432,9,1,0,0.012676,0.0,0.363697,0.244444,0.161801
199,778,9,1,0,0.012676,0.0,0.363697,0.244444,0.161801
200,137,9,0,113,0.012676,0.375415,0.12766,0.222222,0.161628
201,902,10,1,4,0.014085,0.013289,0.355718,0.24,0.161599
202,783,12,0,123,0.016901,0.408638,0.103723,0.216667,0.161248
203,464,14,1,14,0.019718,0.046512,0.323803,0.242857,0.16093
204,601,11,1,23,0.015493,0.076412,0.347739,0.181818,0.160616
205,379,8,0,100,0.011268,0.332226,0.135638,0.25,0.160517
206,418,12,1,20,0.016901,0.066445,0.339761,0.2,0.160288
207,285,11,1,17,0.015493,0.056478,0.347739,0.2,0.160265
208,717,8,0,92,0.011268,0.305648,0.135638,0.275,0.160201
209,230,11,1,22,0.015493,0.07309,0.347739,0.181818,0.159951
210,646,12,0,131,0.016901,0.435216,0.103723,0.183333,0.159897
211,663,13,0,138,0.01831,0.458472,0.095745,0.169231,0.159757
212,942,13,0,138,0.01831,0.458472,0.095745,0.169231,0.159757
213,708,12,1,9,0.016901,0.0299,0.339761,0.233333,0.159645
214,957,9,0,110,0.012676,0.365449,0.12766,0.222222,0.159635
215,684,12,1,19,0.016901,0.063123,0.339761,0.2,0.159623
216,994,10,1,7,0.014085,0.023256,0.355718,0.22,0.159592
217,012,13,1,21,0.01831,0.069767,0.331782,0.2,0.158981
218,368,10,1,12,0.014085,0.039867,0.355718,0.2,0.158914
219,698,11,0,121,0.015493,0.401993,0.111702,0.2,0.158557
220,693,12,1,17,0.016901,0.056478,0.339761,0.2,0.158294
221,022,12,1,22,0.016901,0.07309,0.339761,0.183333,0.158283
222,945,11,1,14,0.015493,0.046512,0.347739,0.2,0.158272
223,351,21,0,164,0.029577,0.54485,0.031915,0.152381,0.157894
224,906,7,0,82,0.009859,0.272425,0.143617,0.285714,0.157671
225,050,12,1,21,0.016901,0.069767,0.339761,0.183333,0.157619
226,904,11,1,13,0.015493,0.043189,0.347739,0.2,0.157608
227,625,10,1,4,0.014085,0.013289,0.355718,0.22,0.157599
228,807,10,1,10,0.014085,0.033223,0.355718,0.2,0.157585
229,747,11,1,2,0.015493,0.006645,0.347739,0.236364,0.157571
230,919,11,1,2,0.015493,0.006645,0.347739,0.236364,0.157571
231,633,11,0,119,0.015493,0.395349,0.111702,0.2,0.157228
232,977,13,1,9,0.01831,0.0299,0.331782,0.230769,0.157161
233,283,13,0,134,0.01831,0.445183,0.095745,0.169231,0.157099
234,501,7,0,81,0.009859,0.269103,0.143617,0.285714,0.157006
235,884,12,1,10,0.016901,0.033223,0.339761,0.216667,0.156976
236,125,12,1,20,0.016901,0.066445,0.339761,0.183333,0.156954
237,462,12,1,20,0.016901,0.066445,0.339761,0.183333,0.156954
238,541,12,1,20,0.016901,0.066445,0.339761,0.183333,0.156954
239,791,16,0,137,0.022535,0.45515,0.071809,0.1875,0.156833
240,335,13,1,22,0.01831,0.07309,0.331782,0.184615,0.156569
241,582,11,0,118,0.015493,0.392027,0.111702,0.2,0.156564
242,499,12,1,19,0.016901,0.063123,0.339761,0.183333,0.15629
243,517,11,1,11,0.015493,0.036545,0.347739,0.2,0.156279
244,580,9,0,98,0.012676,0.325581,0.12766,0.244444,0.156106
245,360,7,0,71,0.009859,0.23588,0.143617,0.314286,0.156076
246,444,13,1,21,0.01831,0.069767,0.331782,0.184615,0.155904
247,729,14,1,15,0.019718,0.049834,0.323803,0.214286,0.15588
